9185	cavalheiro	n	3541	2500
9195	diesel	n	3532	1774
9205	formatura	n	3521	2476
9215	coadjuvante	j	3511	2977
9225	palpável	j	3503	3206
9235	enganador	j	3495	2767
9245	tourada	n	3488	1267
9255	remodelação	n	3482	2496
9265	deslize	n	3477	2884
9275	milícia	n	3466	2090
9285	motel	n	3459	1783
9295	deferir	v	3452	2053
9305	estabilização	n	3444	2614
9315	ariano	j	3436	1542
9325	ininterrupto	j	3427	2998
9335	inativo	j	3419	2354
9345	tenebroso	j	3415	3030
9355	atenciosamente	r	3406	1910
9365	viragem	n	3398	2598
9375	excetuar	v	3391	3017
9385	polvo	n	3382	1852
9395	clone	n	3372	1824
9405	obstruir	v	3365	2709
9415	coceira	n	3360	1614
9425	decadente	j	3351	2876
9435	tossir	v	3346	2432
9445	conturbado	j	3339	3095
9455	eletivo	j	3331	1786
9465	senhorio	n	3325	1464
9475	prestador	j	3318	2003
9485	de	m	3308	3041
9495	segregação	n	3301	2274
9505	forca	n	3296	2471
9515	condicionante	n	3288	2535
9525	compulsório	j	3280	2005
9535	infame	j	3272	2878
9545	bronca	n	3266	2725
9555	pacato	j	3260	2863
9565	mal	c	3255	2890
9575	vértice	n	3250	1453
9585	sertanejo	j	3243	2076
9595	enforcar	v	3237	2465
9605	arbitrar	v	3232	2197
9615	germânico	j	3227	2226
9625	gradativamente	r	3222	2872
9635	mapeamento	n	3216	2278
9645	batido	j	3212	2743
9655	beirar	v	3204	2935
9665	surfar	v	3198	1815
9675	humilhante	j	3193	2788
9685	apartar	v	3191	2351
9695	levitar	v	3182	1463
9705	calunioso	j	3175	3013
9715	ascendente	j	3168	2364
9725	pároco	n	3163	1811
9735	meteorológico	j	3157	2275
9745	grosso	n	3151	2522
9755	tiroteio	n	3144	2293
9765	tatuar	v	3140	1983
9775	dispendioso	j	3128	2824
9785	pastagem	n	3121	1709
9795	conclusivo	j	3113	2678
9805	mestra	n	3107	2363
9815	infiltração	n	3102	2129
9825	vaia	n	3099	1663
9835	programático	j	3093	2370
9845	aditivo	n	3088	1804
9855	vindouro	j	3082	2729
9865	elitista	j	3078	2403
9875	nomenclatura	n	3076	2439
9885	sedento	j	3071	2775
9895	coima	n	3062	1421
9905	satânico	j	3055	1776
9915	freelancer	n	3050	1590
9925	paranaense	j	3043	2094
9935	trator	n	3037	1939
9945	tração	n	3032	1681
9955	alegoria	n	3026	2125
9965	ilustrativo	j	3021	2745
9975	despejo	n	3017	1725
9985	boicotar	v	3011	2393
9995	secador	n	3002	1752
10005	expiação	n	2995	1493
10015	repressivo	j	2992	2360
10025	trégua	n	2986	2588
10035	alcunha	n	2980	2474
10045	short	n	2974	1934
10055	cuca	n	2970	2135
10065	beijoca	n	2966	2397
10075	angustiado	j	2960	2569
10085	logos	n	2954	1842
10095	pênalti	n	2947	1675
10105	heterogêneo	j	2941	2464
10115	masturbação	n	2934	1328
10125	carinhosamente	r	2927	2755
10135	natalidade	n	2922	1847
10145	apreensivo	j	2916	2642
10155	experienciar	v	2912	1965
10165	biomassa	n	2908	1314
10175	meteorito	n	2903	1162
10185	espontaneidade	n	2898	2334
10195	direcionamento	n	2892	2528
10205	dócil	j	2887	2386
10215	invejoso	j	2879	2244
10225	gracioso	j	2875	2333
10235	sintaxe	n	2871	1789
10245	folclórico	j	2868	2359
10255	mangueira	n	2865	1875
10265	desestabilizar	v	2861	2485
10275	legítima	n	2855	1964
10285	arrematar	v	2849	2234
10295	desmoralizar	v	2846	2365
10305	ufa	i	2844	2597
10315	cartucho	n	2836	1376
10325	fantasioso	j	2830	2508
10335	imperioso	j	2827	2480
10345	incompreensão	n	2824	2479
10355	sueco	n	2819	1767
10365	diurno	j	2815	2029
10375	del	e	2810	1951
10385	eximir	v	2804	2562
10395	triplicar	v	2797	2510
10405	púlpito	n	2792	1946
10415	caroço	n	2788	1664
10425	gatilho	n	2784	2178
10435	parêntese	n	2779	2019
10445	turbo	n	2774	1339
10455	consolação	n	2767	2034
10465	republicar	v	2764	2290
10475	cana-de-açúcar	n	2757	1658
10485	peru	n	2749	1721
10495	centralidade	n	2746	1942
10505	incógnita	n	2741	2442
10515	quiosque	n	2736	1902
10525	recenseamento	n	2731	1147
10535	mana	n	2725	1608
10545	instintivo	j	2720	2167
10555	incauto	j	2716	2407
10565	maternal	j	2708	2059
10575	gravador	n	2703	1774
10585	familiaridade	n	2700	2368
10595	desaparecido	n	2696	2072
10605	amistoso	j	2692	2328
10615	redutor	j	2684	2085
10625	lisboeta	j	2676	2180
10635	platônico	j	2672	1785
10645	ajuizar	v	2669	2023
10655	independer	v	2663	2283
10665	infligir	v	2659	2266
10675	destemido	j	2655	2421
10685	gástrico	j	2651	1548
10695	orbitar	v	2646	1714
10705	rentabilizar	v	2641	2198
10715	alocação	n	2634	1795
10725	prospecção	n	2627	1687
10735	esperma	n	2623	1369
10745	ferry	n	2619	572
10755	gatinha	n	2615	1546
10765	comunicador	n	2611	2024
10775	timbre	n	2606	1917
10785	recarga	n	2602	1269
10795	amputar	v	2598	1926
10805	berro	n	2596	2198
10815	fulcral	j	2587	2371
10825	fecundo	j	2585	2076
10835	enfraquecimento	n	2580	2206
10845	burlar	v	2577	2037
10855	comprovadamente	r	2574	2294
10865	inalterado	j	2565	2284
10875	transcendência	n	2558	1826
10885	germe	n	2550	1732
10895	desequilibrado	j	2544	2231
10905	neblina	n	2540	1836
10915	redondeza	n	2534	2363
10925	deplorável	j	2529	2235
10935	dialeto	n	2526	1590
10945	placebo	n	2521	1052
10955	talher	n	2516	1760
10965	esfumar	v	2514	1550
10975	comissionado	j	2510	1549
10985	inelegibilidade	n	2507	399
10995	contado	j	2502	2347
11005	elegível	j	2497	1580
11015	jargão	n	2492	2146
11025	troco	e	2489	2239
11035	melão	n	2483	1592
11045	pântano	n	2478	1892
11055	concelhio	j	2473	1559
11065	escolar	n	2470	1868
11075	circuncisão	n	2464	951
11085	cromo	n	2461	1454
11095	intermitente	j	2458	1809
11105	gueto	n	2455	1599
11115	posto	j	2451	2223
11125	vice-prefeito	n	2448	1339
11135	transmissor	n	2444	1654
11145	submarino	j	2440	1604
11155	cibernético	j	2437	1621
11165	expatriar	v	2431	1953
11175	rescindir	v	2427	1664
11185	acautelar	v	2424	2129
11195	incredulidade	n	2418	1887
11205	rebento	n	2413	1911
11215	gostinho	n	2409	2215
11225	motociclista	n	2404	1326
11235	desembocar	v	2399	2177
11245	multimídia	j	2395	1910
11255	ruivo	j	2391	1569
11265	sensacionalista	j	2385	2036
11275	horda	n	2382	1700
11285	amontoar	v	2377	2147
11295	usabilidade	n	2373	1481
11305	celibato	n	2368	1005
11315	empossar	v	2364	1790
11325	penhora	n	2361	982
11335	clonagem	n	2358	957
11345	overdose	n	2354	1842
11355	descaber	v	2349	2041
11365	senhor	i	2345	2020
11375	assessorar	v	2343	2082
11385	aeróbico	j	2336	1365
11395	reajustar	v	2333	1819
11405	falcatrua	n	2330	1861
11415	civismo	n	2322	1705
11425	impulsivo	j	2320	1980
11435	nódoa	n	2315	1639
11445	cafezinho	n	2310	1817
11455	zaga	n	2306	1445
11465	sanitário	n	2302	1653
11475	estrondoso	j	2300	2106
11485	desferir	v	2296	1954
11495	despretensioso	j	2293	2192
11505	semblante	n	2290	1943
11515	invejoso	n	2287	1715
11525	resplandecer	v	2281	1743
11535	compadecer	v	2278	1869
11545	decepcionante	j	2273	2047
11555	coalizão	n	2270	1366
11565	túnica	n	2266	1581
11575	agropecuário	j	2262	1478
11585	loteamento	n	2258	1142
11595	bicha	n	2254	1499
11605	imaturidade	n	2251	1890
11615	confins	n	2249	1949
11625	guarnição	n	2245	1505
11635	calo	n	2243	1601
11645	desabrochar	v	2240	1975
11655	guineense	n	2238	908
11665	pecuniário	j	2234	1491
11675	bolsista	n	2229	1199
11685	avesso	j	2225	2081
11695	paranormal	j	2219	1384
11705	assistente	j	2215	1767
11715	tê	n	2211	1574
11725	anatômico	j	2206	1616
11735	pré-escolar	j	2203	1350
11745	madrasta	n	2200	1319
11755	imaginativo	j	2194	1880
11765	visor	n	2191	1289
11775	contemplativo	j	2188	1609
11785	termômetro	n	2184	1520
11795	desabilitar	v	2180	1454
11805	suíte	n	2176	1307
11815	caminhoneiro	n	2173	958
11825	busto	n	2171	1425
11835	print	n	2168	1564
11845	autobiografia	n	2164	1710
11855	delta	n	2162	1322
11865	gole	n	2158	1696
11875	embreagem	n	2153	625
11885	destruidor	j	2149	1901
11895	boleia	n	2146	1716
11905	extorsão	n	2142	1384
11915	bingo	n	2140	1292
11925	estimativo	j	2137	1822
11935	medida	e	2133	1956
11945	plaqueta	n	2129	837
11955	objectividade	n	2127	1589
11965	provocador	j	2123	1886
11975	lan	n	2118	1030
11985	belga	n	2112	1583
11995	reconstituição	n	2106	1629
12005	cobaia	n	2101	1607
12015	receptor	j	2097	1417
12025	traiçoeiro	j	2093	1879
12035	bebedeira	n	2090	1715
12045	genericamente	r	2085	1916
12055	convocatória	n	2081	1364
12065	reconfortante	n	2077	1945
12075	temível	j	2073	1867
12085	tampão	n	2071	1240
12095	magno	j	2068	1537
12105	metano	n	2066	1012
12115	pique	n	2062	1716
12125	elástico	n	2055	1393
12135	comparsa	n	2052	1707
12145	sabiamente	r	2050	1856
12155	chacina	n	2046	1494
12165	transexual	j	2044	1031
12175	cara	e	2041	1899
12185	primata	n	2039	1219
12195	metragem	n	2037	1604
12205	revirar	v	2034	1732
12215	aniversariar	v	2031	1468
12225	antagonismo	n	2028	1459
12235	assírio	j	2025	923
12245	medroso	j	2019	1701
12255	champô	n	2016	898
12265	polaco	j	2012	1230
12275	arritmia	n	2007	1054
12285	lebre	n	2003	1449
12295	caldeirão	n	2001	1558
12305	nádega	n	1998	1495
12315	fluorescente	j	1996	1187
12325	tipificar	v	1993	1541
12335	orgulhosamente	r	1987	1852
12345	testificar	v	1984	1279
12355	reconduzir	v	1980	1603
12365	executor	n	1977	1537
12375	espirrar	v	1976	1551
12385	pavimentação	n	1972	1337
12395	insígnia	n	1969	1283
12405	manipulador	j	1965	1613
12415	celta	j	1963	1080
12425	giz	n	1960	1391
12435	ateliê	n	1959	1335
12445	inicialização	n	1957	869
12455	tendente	j	1954	1632
12465	inédito	n	1951	1776
12475	porreiro	j	1946	1575
12485	eufemismo	n	1942	1710
12495	hidroelétrico	j	1938	1149
12505	montão	n	1935	1734
12515	barbeiro	n	1930	1061
12525	pífio	j	1928	1720
12535	notação	n	1925	1047
12545	jumento	n	1922	1165
12555	lapidar	v	1921	1608
12565	relatora	n	1919	1238
12575	vero	j	1916	1516
12585	ostra	n	1912	1175
12595	negligente	j	1909	1633
12605	zebra	n	1907	1214
12615	retaguarda	n	1906	1511
12625	andorinha	n	1903	1250
12635	fecundar	v	1899	1344
12645	bacharelar	v	1896	1148
12655	bravura	n	1893	1605
12665	trompa	n	1891	919
12675	falange	n	1887	667
12685	barriguinha	n	1883	1461
12695	apadrinhar	v	1880	1604
12705	catador	n	1878	887
12715	desenfreado	j	1875	1728
12725	rochedo	n	1871	1325
12735	trapalhada	n	1867	1628
12745	decapitar	v	1865	1449
12755	marroquino	j	1862	1016
12765	soluço	n	1859	1211
12775	fuzil	n	1856	1183
12785	cativo	n	1854	1307
12795	idiossincrasia	n	1851	1741
12805	maracujá	n	1850	1148
12815	luxúria	n	1848	1425
12825	demónio	n	1846	1141
12835	manobrar	v	1844	1637
12845	aspirador	n	1841	1019
12855	olfato	n	1837	1294
12865	conformismo	n	1834	1529
12875	cartografia	n	1832	1041
12885	viação	n	1830	1380
12895	braille	n	1825	552
12905	cartoon	n	1822	1182
12915	amarração	n	1818	681
12925	reaver	v	1817	1508
12935	manjericão	n	1815	1073
12945	recém-chegado	j	1813	1616
12955	reformador	n	1811	1218
12965	dissecar	v	1807	1642
12975	rendição	n	1805	1433
12985	inverdade	n	1800	1517
12995	taco	n	1797	1153
13005	dorsal	j	1795	1037
13015	apogeu	n	1794	1583
13025	caraça	n	1791	1565
13035	advérbio	n	1788	921
13045	escárnio	n	1784	1580
13055	apostila	n	1780	1180
13065	ditame	n	1776	1592
13075	cabide	n	1774	1247
13085	fiscalizador	j	1773	1460
13095	rombo	n	1770	1435
13105	reputar	v	1765	1476
13115	sobriedade	n	1762	1518
13125	assalariado	n	1760	1278
13135	destoar	v	1758	1630
13145	bem-humorado	j	1755	1647
13155	apossar	v	1751	1566
13165	combativo	j	1748	1489
13175	possível	n	1745	1632
13185	orvalho	n	1741	1276
13195	fugitivo	n	1738	1221
13205	aposentação	n	1734	822
13215	avermelhado	j	1732	1497
13225	grosso	r	1727	1448
13235	forasteiro	n	1723	1324
13245	veemência	n	1720	1600
13255	alegórico	j	1718	1250
13265	raiar	v	1714	1549
13275	amuleto	n	1712	1191
13285	complacência	n	1709	1545
13295	micróbio	n	1707	937
13305	loiça	n	1702	1244
13315	espátula	n	1700	1144
13325	atracar	v	1697	1416
13335	nacionalmente	r	1695	1564
13345	adivinhação	n	1692	1152
13355	criançada	n	1688	1421
13365	sesta	n	1686	1175
13375	vitoriano	j	1683	1140
13385	tico	n	1679	998
13395	enamorar	v	1677	1432
13405	contracepção	n	1674	794
13415	psicoterapeuta	n	1669	1116
13425	retidão	n	1667	1261
13435	alteridade	n	1664	990
13445	automobilista	n	1662	1023
13455	descontrolado	j	1658	1529
13465	longamente	r	1656	1514
13475	asfixia	n	1653	1345
13485	púrpura	n	1651	957
13495	boiar	v	1649	1456
13505	maiúsculo	j	1646	1409
13515	favoritismo	n	1644	1343
13525	simpósio	n	1641	1084
13535	ponto	c	1637	1531
13545	bronquite	n	1635	1110
13555	atribulado	j	1631	1526
13565	vicioso	n	1628	1430
13575	estigmatizar	v	1626	1390
13585	cercear	v	1624	1420
13595	suicida	n	1621	1088
13605	augusto	j	1616	1199
13615	fundão	n	1614	988
13625	vislumbre	n	1612	1520
13635	truculência	n	1609	1322
13645	antipático	j	1606	1393
13655	biberão	n	1604	665
13665	pelúcia	n	1601	1226
13675	premiado	j	1600	1364
13685	tríplice	j	1598	1104
13695	trajar	v	1596	1214
13705	desatento	j	1593	1413
13715	sensacionalismo	n	1592	1309
13725	desfalque	n	1590	1215
13735	dezasseis	m	1587	1337
13745	relutante	j	1584	1471
13755	adventista	j	1581	552
13765	cabeleira	n	1578	1276
13775	avaliado	j	1576	1367
13785	cilindrada	n	1574	1045
13795	fiador	n	1572	680
13805	fracionar	v	1569	1160
13815	reconsiderar	v	1566	1437
13825	visionário	n	1563	1344
13835	merengue	n	1562	983
13845	espernear	v	1559	1366
13855	gargalhar	v	1556	1230
13865	camundongo	n	1551	721
13875	reacender	v	1548	1433
13885	encoberto	j	1545	1227
13895	subserviência	n	1544	1349
13905	folhagem	n	1539	1221
13915	recruta	n	1536	1038
13925	ioga	n	1533	989
13935	sedã	n	1532	587
13945	gang	n	1529	1183
13955	paralítico	j	1527	948
13965	mergulhador	n	1523	945
13975	mistificação	n	1521	1247
13985	introspecção	n	1517	1238
13995	maquete	n	1515	922
14005	adaptativo	j	1511	1048
14015	prognóstico	n	1509	1250
14025	formalismo	n	1506	1120
14035	conquanto	c	1503	1180
14045	autópsia	n	1500	954
14055	engessar	v	1498	1333
14065	demente	j	1495	1238
14075	botânico	j	1490	1078
14085	abatimento	n	1488	1161
14095	espúrio	j	1485	1293
14105	concorde	j	1483	1290
14115	gerente	j	1480	1176
14125	semântica	n	1478	1123
14135	subornar	v	1474	1249
14145	castelhano	j	1472	865
14155	pratear	v	1470	1248
14165	coque	n	1468	825
14175	herético	j	1466	1067
14185	cobarde	n	1463	1120
14195	referendar	v	1461	1282
14205	alfaiate	n	1458	921
14215	tupi	n	1454	729
14225	mácula	n	1452	1177
14235	longitudinal	j	1449	1050
14245	feiticeira	n	1448	960
14255	volt	n	1446	748
14265	temente	j	1444	1185
14275	interposição	n	1442	639
14285	detrator	n	1440	1239
14295	simulacro	n	1438	1060
14305	pediátrico	j	1436	1021
14315	impetuoso	j	1435	1307
14325	reconquista	n	1434	1055
14335	romã	n	1433	605
14345	falhado	j	1429	1267
14355	boliviano	n	1427	876
14365	replicação	n	1424	739
14375	principiante	n	1421	1200
14385	anabolizante	n	1420	598
14395	relançamento	n	1416	1084
14405	temerário	j	1414	1199
14415	aristocrata	n	1412	1161
14425	cooptar	v	1409	1181
14435	recalcado	j	1407	1084
14445	desligado	j	1405	1174
14455	trinco	n	1403	911
14465	calor	e	1401	1304
14475	cachorra	n	1398	801
14485	trava	n	1396	943
14495	poleiro	n	1394	1030
14505	sufocante	j	1392	1287
14515	deputar	v	1390	1256
14525	expurgar	v	1389	1269
14535	ventoinha	n	1387	672
14545	onírico	j	1383	1094
14555	frutose	n	1382	659
14565	doutrinal	j	1380	914
14575	rosnar	v	1377	908
14585	antidemocrático	j	1376	1162
14595	animadora	n	1374	1265
14605	prontidão	n	1371	1169
14615	bica	n	1369	1062
14625	inutilizar	v	1368	1171
14635	aterragem	n	1366	823
14645	estufar	v	1364	1118
14655	engajado	j	1362	1165
14665	robustez	n	1360	1183
14675	monárquico	n	1359	770
14685	descuidado	j	1356	1280
14695	linguística	n	1354	951
14705	selvajaria	n	1352	1298
14715	uniformização	n	1350	1064
14725	reclamante	n	1348	620
14735	trago	n	1346	1232
14745	cosmologia	n	1345	768
14755	quarentena	n	1342	810
14765	vívido	j	1340	1171
14775	exploratório	j	1337	1036
14785	pungente	j	1335	1266
14795	enteado	n	1333	851
14805	benfeitor	n	1331	1012
14815	intruso	n	1328	1076
14825	incomensurável	j	1327	1230
14835	amargurado	j	1326	1219
14845	piegas	j	1323	1138
14855	coloquial	j	1320	1099
14865	autocontrole	n	1318	974
14875	pescada	n	1317	977
14885	táctil	j	1315	962
14895	carpete	n	1312	972
14905	galáctico	j	1310	878
14915	caligrafia	n	1309	944
14925	argumentista	n	1307	961
14935	caraca	i	1305	1110
14945	garrafão	n	1302	813
14955	canário	n	1300	593
14965	oxigenação	n	1298	1097
14975	limítrofe	j	1297	1108
14985	indestrutível	j	1295	1165
14995	artífice	n	1292	1066
15005	respeitador	j	1291	1211
15015	granjear	v	1289	1186
15025	laxante	n	1286	851
15035	input	n	1284	863
15045	pasmo	j	1282	1169
15055	ante	r	1279	1137
15065	conjuntivite	n	1277	552
15075	funesto	j	1276	1090
15085	caipirinha	n	1273	912
15095	apetrechar	v	1270	1185
15105	privado	n	1268	881
15115	derby	n	1267	814
15125	arriscado	j	1264	1210
15135	anoitecer	v	1263	1124
15145	predestinação	n	1259	671
15155	jarda	n	1256	388
15165	truculento	j	1254	1099
15175	cátedra	n	1252	951
15185	emular	v	1249	972
15195	subserviente	j	1246	1105
15205	intocado	j	1244	1150
15215	autocrítica	n	1243	1050
15225	tranco	n	1241	1043
15235	desesperança	n	1239	1073
15245	biliar	j	1238	523
15255	pânico	j	1236	1091
15265	domiciliário	j	1234	888
15275	flor	e	1233	1158
15285	embaixadora	n	1232	908
15295	fosfato	n	1230	734
15305	destronar	v	1227	1111
15315	susceptibilidade	n	1226	1034
15325	desvelar	v	1224	1043
15335	canonizar	v	1222	923
15345	guinada	n	1220	1091
15355	notabilizar	v	1219	1140
15365	baço	j	1217	1057
15375	alcoolizar	v	1215	946
15385	quilate	n	1213	753
15395	apologético	j	1210	776
15405	deturpação	n	1208	1082
15415	menta	n	1207	863
15425	implodir	v	1205	1038
15435	abdome	n	1202	807
15445	gangster	n	1200	955
15455	fardado	j	1198	974
15465	lotaria	n	1197	821
15475	culatra	n	1196	1067
15485	tomilho	n	1195	727
15495	dimensional	j	1193	648
15505	atoar	v	1192	1042
15515	polarizar	v	1191	1011
15525	nêutron	n	1189	481
15535	esquilo	n	1187	681
15545	descriminar	v	1185	1015
15555	trapaça	n	1182	977
15565	codinome	n	1180	1000
15575	anão	j	1179	813
15585	poluidor	j	1177	842
15595	ara	n	1175	884
15605	baila	n	1172	1065
15615	melasma	n	1170	185
15625	bofetada	n	1168	955
15635	arruaceiro	n	1166	937
15645	chapada	n	1164	905
15655	gaita	n	1162	771
15665	citadino	j	1159	993
15675	aberrante	j	1158	1017
15685	comadre	n	1156	722
15695	fragata	n	1155	501
15705	encorpar	v	1153	962
15715	jovial	j	1150	1055
15725	fonema	n	1147	495
15735	nômade	j	1144	921
15745	sprint	n	1142	690
15755	senhorita	n	1141	785
15765	resumido	j	1140	1064
15775	tapinha	n	1139	890
15785	naturalista	n	1137	715
15795	atônito	j	1135	1034
15805	sortudo	n	1132	1031
15815	rugir	v	1129	954
15825	roto	j	1128	982
15835	hiena	n	1125	737
15845	subgrupo	n	1123	729
15855	fubá	n	1122	686
15865	alaranjado	j	1120	937
15875	aventureira	n	1118	1053
15885	tocador	n	1116	868
15895	petrificar	v	1114	909
15905	mirim	j	1112	848
15915	ferragem	n	1111	800
15925	inexpressivo	j	1110	1009
15935	estreante	n	1109	961
15945	fruir	v	1107	940
15955	capacho	n	1106	886
15965	ergonômico	j	1104	768
15975	catedrático	n	1103	968
15985	pavoroso	j	1102	976
15995	indignidade	n	1099	984
16005	leiteiro	j	1098	714
16015	seguridade	n	1097	628
16025	foral	n	1095	518
16035	azoto	n	1093	534
16045	despido	j	1091	993
16055	gesticular	v	1090	961
16065	maquinário	n	1088	865
16075	barbatana	n	1086	613
16085	leasing	n	1085	472
16095	coabitar	v	1082	928
16105	atempado	j	1081	989
16115	aduzir	v	1080	830
16125	van	e	1078	786
16135	mantenedor	n	1076	965
16145	desleixado	j	1074	963
16155	subtração	n	1073	683
16165	musculoso	j	1071	898
16175	resguardo	n	1069	696
16185	banquinho	n	1067	871
16195	braga	n	1065	721
16205	trombone	n	1063	884
16215	imediatista	j	1061	976
16225	militarismo	n	1059	589
16235	incapacitante	j	1057	831
16245	saliência	n	1056	881
16255	provinciano	j	1054	924
16265	niilismo	n	1053	544
16275	destarte	r	1052	822
16285	marron	j	1050	791
16295	açougue	n	1048	788
16305	verticalmente	r	1047	895
16315	cebolinha	n	1045	677
16325	enlatado	j	1044	871
16335	dobradinha	n	1042	869
16345	endurecimento	n	1041	895
16355	lerdo	j	1039	858
16365	romana	n	1037	861
16375	cardeal	j	1035	815
16385	babaquice	n	1033	831
16395	hegeliano	j	1032	437
16405	estaminal	j	1031	286
16415	palestrar	v	1029	916
16425	unigênito	j	1027	777
16435	prelúdio	n	1026	892
16445	embolsar	v	1024	870
16455	felicitação	n	1021	901
16465	derrube	n	1020	864
16475	térreo	n	1018	814
16485	agiota	n	1017	697
16495	militarizar	v	1015	781
16505	desfalecer	v	1013	874
16515	adstringir	v	1011	929
16525	saibro	n	1010	333
16535	meada	n	1008	817
16545	eloquência	n	1007	872
16555	baque	n	1004	933
16565	tumoral	j	1003	527
16575	cretino	j	1002	876
16585	broca	n	1001	606
16595	significância	n	1000	755
16605	fraquejar	v	999	880
16615	baratinha	n	998	856
16625	supernova	n	995	379
16635	repressor	j	992	790
16645	toureio	n	992	400
16655	peleja	n	990	791
16665	logradouro	n	988	643
16675	rabugento	j	987	865
16685	heterodoxo	j	986	782
16695	alinhavar	v	984	918
16705	rincão	n	983	843
16715	barraquinha	n	983	811
16725	bulbo	n	980	567
16735	frutuoso	j	979	878
16745	execrável	j	977	860
16755	coercitivo	j	976	750
16765	sorver	v	974	872
16775	cipriota	n	973	386
16785	sósia	n	971	648
16795	iletrado	j	969	813
16805	sacrilégio	n	968	827
16815	enxovalhar	v	967	856
16825	croquete	n	966	642
16835	enzimático	j	964	576
16845	encriptação	n	963	558
16855	batuta	n	961	875
16865	rail	n	959	464
16875	sequenciar	v	957	773
16885	inhame	n	954	434
16895	cataclismo	n	953	760
16905	lipoaspiração	n	952	423
16915	grega	n	950	774
16925	bíceps	n	949	522
16935	obstipação	n	948	564
16945	skin	n	946	481
16955	retransmitir	v	945	859
16965	carbonato	n	943	473
16975	classificativo	j	941	748
16985	dormente	j	940	815
16995	ilibar	v	940	791
17005	instrumentista	n	938	718
17015	afetação	n	937	682
17025	aterrissar	v	936	802
17035	pontada	n	935	639
17045	tónica	n	934	778
17055	horto	n	932	529
17065	provocador	n	930	779
17075	tofu	n	929	521
17085	parêntesis	n	928	776
17095	cafeteira	n	927	466
17105	afrodescendente	j	926	459
17115	ignorado	j	925	861
17125	arcabouço	n	924	828
17135	semiaberto	j	923	578
17145	diferendo	n	921	678
17155	garanhão	n	920	542
17165	sacerdotisa	n	918	649
17175	tcheco	j	916	573
17185	balístico	j	914	628
17195	poliomielite	n	914	522
17205	alfinetar	v	913	830
17215	pesado	n	911	741
17225	atemorizar	v	909	822
17235	alaranjar	v	908	727
17245	rutura	n	907	644
17255	linchar	v	906	756
17265	esbravejar	v	905	843
17275	pensado	j	903	855
17285	nylon	n	901	664
17295	mingau	n	900	559
17305	inominável	j	899	841
17315	sinónimo	n	897	832
17325	adulteração	n	896	702
17335	afectação	n	895	707
17345	ociosidade	n	894	757
17355	von	e	892	660
17365	escalonar	v	891	717
17375	camping	n	890	485
17385	luchar	v	889	463
17395	interrogativo	j	887	509
17405	estoirar	v	886	756
17415	reducionista	j	885	715
17425	titubear	v	884	848
17435	adocicar	v	882	790
17445	divã	n	881	697
17455	bilhar	n	879	640
17465	peluche	n	878	707
17475	perscrutar	v	877	812
17485	tenor	n	876	543
17495	ventricular	j	874	261
17505	gôndola	n	872	601
17515	aeroespacial	j	871	666
17525	concórdia	n	870	753
17535	glicerina	n	869	456
17545	diminutivo	n	868	581
17555	baldio	j	867	728
17565	altivez	n	865	783
17575	deserção	n	865	633
17585	intercessor	n	863	494
17595	siso	n	861	348
17605	aparelhar	v	860	737
17615	fraquíssimo	j	859	792
17625	formosura	n	857	668
17635	oratório	n	857	547
17645	recitação	n	856	546
17655	anti-herói	n	854	639
17665	atenuação	n	853	545
17675	doutrinador	n	852	552
17685	submerso	j	851	729
17695	oligárquico	j	851	600
17705	anacronismo	n	848	709
17715	alter	n	847	700
17725	coercivo	j	847	625
17735	insigne	j	846	700
17745	pecadora	n	844	589
17755	oftalmológico	j	844	599
17765	albufeira	n	843	498
17775	toxoplasmose	n	841	371
17785	compactação	n	839	521
17795	imiscuir	v	838	780
17805	ratoeira	n	837	481
17815	eurodeputado	n	836	517
17825	pré-definido	j	834	780
17835	barrete	n	833	613
17845	orbe	n	832	503
17855	hospitalizado	j	831	695
17865	espraiar	v	829	772
17875	peteca	n	828	546
17885	tarado	n	827	644
17895	cambalear	v	825	724
17905	explicável	j	824	757
17915	demolidor	j	823	747
17925	neutrino	n	822	224
17935	encolhido	j	820	747
17945	sansão	n	819	427
17955	fintar	v	818	713
17965	mamute	n	816	405
17975	gelatinoso	j	815	692
17985	vaselina	n	813	523
17995	etílico	j	812	669
18005	paizinho	n	811	649
18015	osmose	n	811	575
18025	subcontratar	v	809	531
18035	bajulação	n	808	677
18045	amorosamente	r	807	750
18055	invertebrado	n	806	566
18065	pide	n	804	511
18075	assomar	v	803	732
18085	tricotar	v	801	509
18095	algazarra	n	800	677
18105	salvífico	j	799	618
18115	subjazer	v	798	730
18125	grudento	j	797	612
18135	fenomenológico	j	796	403
18145	pré-fabricado	j	794	591
18155	indisciplinado	j	794	663
18165	empoeirado	j	793	743
18175	semiárido	j	792	450
18185	socialite	n	791	641
18195	gomo	n	788	518
18205	reiteradamente	r	787	724
18215	biomédico	j	786	539
18225	reconsideração	n	784	446
18235	ruivo	n	783	393
18245	incorrigível	j	782	698
18255	zoneamento	n	781	429
18265	bloquista	n	779	530
18275	valorativo	j	779	576
18285	catalogação	n	777	585
18295	gustativo	j	776	615
18305	reintroduzir	v	775	706
18315	primaveril	j	773	709
18325	fundado	j	771	665
18335	insanável	j	770	379
18345	arraigado	j	768	727
18355	frenesi	n	767	695
18365	golf	n	765	464
18375	latrina	n	765	567
18385	supersônico	j	764	545
18395	decorador	n	763	547
18405	parturiente	n	761	424
18415	subaquático	j	760	554
